file name	Accuracy	Precision	Recall	F1 Score
results/abbv_parsing_result_['abbv_1', 'abbv_2', 'matching_2', 'matching_1'].tsv	0.7865429234338747	0.6227544910179641	0.7819548872180451	69.33333333333334
results/abbv_parsing_result_['abbv_1', 'matching_1', 'abbv_2', 'matching_2'].tsv	0.7749419953596288	0.6046511627906976	0.7819548872180451	68.1967213114754
results/abbv_parsing_result_['abbv_1', 'matching_1', 'matching_2', 'abbv_2'].tsv	0.7679814385150812	0.5921787709497207	0.7969924812030075	67.94871794871794
results/abbv_parsing_result_['abbv_1', 'matching_2', 'abbv_2', 'matching_1'].tsv	0.7795823665893271	0.6091954022988506	0.7969924812030075	69.05537459283387
results/abbv_parsing_result_['abbv_1', 'matching_2', 'matching_1', 'abbv_2'].tsv	0.7795823665893271	0.6091954022988506	0.7969924812030075	69.05537459283387
results/abbv_parsing_result_['abbv_2', 'abbv_1', 'matching_1', 'matching_2'].tsv	0.7515657620041754	0.5384615384615384	0.7835820895522388	63.829787234042556
results/abbv_parsing_result_['abbv_2', 'abbv_1', 'matching_2', 'matching_1'].tsv	0.7745302713987474	0.5706521739130435	0.7835820895522388	66.03773584905662
results/abbv_parsing_result_['abbv_2', 'matching_1', 'abbv_1', 'matching_2'].tsv	0.7439024390243902	0.5221674876847291	0.7851851851851852	62.721893491124256
results/abbv_parsing_result_['abbv_2', 'matching_1', 'matching_2', 'abbv_1'].tsv	0.7349397590361446	0.507177033492823	0.7851851851851852	61.627906976744185
results/abbv_parsing_result_['abbv_2', 'matching_2', 'abbv_1', 'matching_1'].tsv	0.7570281124497992	0.5353535353535354	0.7851851851851852	63.66366366366366
results/abbv_parsing_result_['abbv_2', 'matching_2', 'matching_1', 'abbv_1'].tsv	0.7570281124497992	0.5353535353535354	0.7851851851851852	63.66366366366366
results/abbv_parsing_result_['matching_1', 'abbv_1', 'abbv_2', 'matching_2'].tsv	0.7711670480549199	0.5965909090909091	0.7835820895522388	67.74193548387096
results/abbv_parsing_result_['matching_1', 'abbv_1', 'matching_2', 'abbv_2'].tsv	0.7643020594965675	0.5846994535519126	0.7985074626865671	67.50788643533122
results/abbv_parsing_result_['matching_1', 'abbv_2', 'abbv_1', 'matching_2'].tsv	0.75	0.53	0.7851851851851852	63.28358208955225
results/abbv_parsing_result_['matching_1', 'abbv_2', 'matching_2', 'abbv_1'].tsv	0.7409638554216867	0.5145631067961165	0.7851851851851852	62.17008797653958
results/abbv_parsing_result_['matching_1', 'matching_2', 'abbv_1', 'abbv_2'].tsv	0.75	0.5404040404040404	0.7985074626865671	64.45783132530121
results/abbv_parsing_result_['matching_1', 'matching_2', 'abbv_2', 'abbv_1'].tsv	0.7369477911646586	0.5094339622641509	0.8	62.2478386167147
results/abbv_parsing_result_['matching_2', 'abbv_1', 'abbv_2', 'matching_1'].tsv	0.7627118644067796	0.5572916666666666	0.7985074626865671	65.6441717791411
results/abbv_parsing_result_['matching_2', 'abbv_1', 'matching_1', 'abbv_2'].tsv	0.7627118644067796	0.5572916666666666	0.7985074626865671	65.6441717791411
results/abbv_parsing_result_['matching_2', 'abbv_2', 'abbv_1', 'matching_1'].tsv	0.748995983935743	0.5242718446601942	0.8	63.34310850439883
results/abbv_parsing_result_['matching_2', 'abbv_2', 'matching_1', 'abbv_1'].tsv	0.748995983935743	0.5242718446601942	0.8	63.34310850439883
results/abbv_parsing_result_['matching_2', 'matching_1', 'abbv_1', 'abbv_2'].tsv	0.7627118644067796	0.5572916666666666	0.7985074626865671	65.6441717791411
results/abbv_parsing_result_['matching_2', 'matching_1', 'abbv_2', 'abbv_1'].tsv	0.748995983935743	0.5242718446601942	0.8	63.34310850439883
